rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,weather_boost,weather_match,weather_temp,weather_humidity,weather_wind,weather_wind_deg,weather_desc,weather_label,weather_park,weather_roof_flag,weather_roof_status,vegas_game_total,vegas_total_boost,vegas_total_match,live_slate_status,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type
129,2026-05-15,2026,Chase DeLauter,,Cleveland Guardians,Cincinnati Reds,Cincinnati Reds @ Cleveland Guardians,824439,2026-05-15T23:10:00Z,Scheduled,Progressive Field,home,1,Andrew Abbott,Andrew Abbott,Andrew Abbott,671096,L,Andrew Abbott,671096,Tanner Bibee,676440,640,DraftKings,13.51,39.72,missing,,,,,,,Cleveland Guardians,Cincinnati Reds @ Cleveland Guardians,"{""player"":""Chase DeLauter"",""player_key"":""chase delauter"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Cincinnati Reds @ Cleveland Guardians"",""game_key"":""cincinnati reds @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""640"",""book"":""DraftKings"",""consensus_odds"":""578"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+640 | FanDuel:+630 | Caesars:+525 | BetMGM:+525"",""raw_books_seen"":""DraftKings:+640 | FanDuel:+630 | Caesars:+525 | BetMGM:+525 | DraftKings:+640"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,40.6,88,0.0,0,clear sky,Mild suppress,Progressive Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Cincinnati Reds,probable,9,46.3,4.47,1.51,5.44,7.51,1.02,6.41,3.88,0.97,54.85,NEUTRAL,54.85,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
130,2026-05-15,2026,Mark Vientos,,New York Mets,New York Yankees,New York Yankees @ New York Mets,823629,2026-05-15T23:15:00Z,Scheduled,Citi Field,home,1,Cam Schlittler,Cam Schlittler,Cam Schlittler,693645,R,Cam Schlittler,693645,Clay Holmes,605280,640,DraftKings,13.51,39.72,missing,,,,,,,New York Mets,New York Yankees @ New York Mets,"{""player"":""Mark Vientos"",""player_key"":""mark vientos"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""New York Yankees @ New York Mets"",""game_key"":""new york yankees @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""640"",""book"":""DraftKings"",""consensus_odds"":""590"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+640 | FanDuel:+630 | BetMGM:+550 | Caesars:+525"",""raw_books_seen"":""DraftKings:+640 | FanDuel:+630 | BetMGM:+550 | Caesars:+525 | DraftKings:+640"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,52.0,75,11.5,300,broken clouds,Neutral,Citi Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,New York Yankees,probable,9,53.3,1.35,0.81,2.40,7.83,0.51,9.96,1.52,0.17,1.00,AVOID,1.00,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
131,2026-05-15,2026,Mookie Betts,,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers @ Los Angeles Angels,824037,2026-05-16T01:38:00Z,Scheduled,Angel Stadium,away,0,Jack Kochanowicz,Jack Kochanowicz,Jack Kochanowicz,686799,R,Jack Kochanowicz,686799,Blake Snell,605483,630,FanDuel,13.70,39.64,missing,,,,,,,Los Angeles Dodgers,Los Angeles Dodgers @ Los Angeles Angels,"{""player"":""Mookie Betts"",""player_key"":""mookie betts"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""Los Angeles Dodgers @ Los Angeles Angels"",""game_key"":""los angeles dodgers @ los angeles angels"",""market"":""HR"",""line"":""0.5"",""odds"":""630"",""book"":""FanDuel"",""consensus_odds"":""573"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+630 | DraftKings:+620 | Caesars:+525 | BetMGM:+475"",""raw_books_seen"":""FanDuel:+630 | DraftKings:+620 | Caesars:+525 | BetMGM:+475 | FanDuel:+630"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,61.4,83,4.0,242,overcast clouds,Neutral,Angel Stadium,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Los Angeles Angels,probable,8,45.3,3.97,1.35,5.34,7.77,5.51,5.96,4.57,0.40,49.40,NEUTRAL,49.40,MATCH,Angel Stadium,Angel Stadium,Los Angeles Angels,53.00,53.00,53.00,NEUTRAL,Neutral,MATCH
132,2026-05-15,2026,Teoscar Hernández,,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers @ Los Angeles Angels,824037,2026-05-16T01:38:00Z,Scheduled,Angel Stadium,away,0,Jack Kochanowicz,Jack Kochanowicz,Jack Kochanowicz,686799,R,Jack Kochanowicz,686799,Blake Snell,605483,630,FanDuel,13.70,39.64,missing,,,,,,,Los Angeles Dodgers,Los Angeles Dodgers @ Los Angeles Angels,"{""player"":""Teoscar Hernández"",""player_key"":""teoscar hernandez"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""Los Angeles Dodgers @ Los Angeles Angels"",""game_key"":""los angeles dodgers @ los angeles angels"",""market"":""HR"",""line"":""0.5"",""odds"":""630"",""book"":""FanDuel"",""consensus_odds"":""578"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+630 | DraftKings:+630 | Caesars:+525 | BetMGM:+475"",""raw_books_seen"":""FanDuel:+630 | DraftKings:+630 | Caesars:+525 | BetMGM:+475 | FanDuel:+630"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,61.4,83,4.0,242,overcast clouds,Neutral,Angel Stadium,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Los Angeles Angels,probable,8,45.3,3.97,1.35,5.34,7.77,5.51,5.96,4.57,0.40,49.40,NEUTRAL,49.40,MATCH,Angel Stadium,Angel Stadium,Los Angeles Angels,53.00,53.00,53.00,NEUTRAL,Neutral,MATCH
133,2026-05-15,2026,Kyle Higashioka,,Texas Rangers,Houston Astros,Texas Rangers @ Houston Astros,824194,2026-05-16T00:10:00Z,Scheduled,Daikin Park,away,0,Spencer Arrighetti,Spencer Arrighetti,Spencer Arrighetti,681293,R,Spencer Arrighetti,681293,Jack Leiter,683004,630,FanDuel,13.70,39.64,missing,,,,,,,Texas Rangers,Texas Rangers @ Houston Astros,"{""player"":""Kyle Higashioka"",""player_key"":""kyle higashioka"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Texas Rangers @ Houston Astros"",""game_key"":""texas rangers @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""630"",""book"":""FanDuel"",""consensus_odds"":""620"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+630 | DraftKings:+620 | Caesars:+575"",""raw_books_seen"":""FanDuel:+630 | DraftKings:+620 | Caesars:+575 | FanDuel:+630"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,72.5,89,10.4,180,broken clouds,Roof controlled,Daikin Park,1,ROOF_OR_RETRACTABLE,,0.0,NO_MATCH,UPCOMING,Houston Astros,probable,5,28.7,1.88,1.33,4.57,8.89,1.53,9.42,5.34,0.31,30.05,AVOID,30.05,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
134,2026-05-15,2026,Angel Martínez,,Cleveland Guardians,Cincinnati Reds,Cincinnati Reds @ Cleveland Guardians,824439,2026-05-15T23:10:00Z,Scheduled,Progressive Field,home,1,Andrew Abbott,Andrew Abbott,Andrew Abbott,671096,L,Andrew Abbott,671096,Tanner Bibee,676440,630,DraftKings,13.70,39.64,missing,,,,,,,Cleveland Guardians,Cincinnati Reds @ Cleveland Guardians,"{""player"":""Angel Martínez"",""player_key"":""angel martinez"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Cincinnati Reds @ Cleveland Guardians"",""game_key"":""cincinnati reds @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""630"",""book"":""DraftKings"",""consensus_odds"":""630"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+630 | FanDuel:+630 | Caesars:+575"",""raw_books_seen"":""DraftKings:+630 | FanDuel:+630 | Caesars:+575 | DraftKings:+630"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,40.6,88,0.0,0,clear sky,Mild suppress,Progressive Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Cincinnati Reds,probable,9,46.3,4.47,1.51,5.44,7.51,1.02,6.41,3.88,0.97,54.85,NEUTRAL,54.85,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
135,2026-05-15,2026,Jazz Chisholm Jr.,,New York Yankees,New York Mets,New York Yankees @ New York Mets,823629,2026-05-15T23:15:00Z,Scheduled,Citi Field,away,0,Clay Holmes,Clay Holmes,Clay Holmes,605280,R,Clay Holmes,605280,Cam Schlittler,693645,630,DraftKings,13.70,39.64,missing,,,,,,,New York Yankees,New York Yankees @ New York Mets,"{""player"":""Jazz Chisholm Jr."",""player_key"":""jazz chisholm"",""team"":""New York Yankees"",""team_key"":""new york yankees"",""game"":""New York Yankees @ New York Mets"",""game_key"":""new york yankees @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""630"",""book"":""DraftKings"",""consensus_odds"":""630"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+630 | FanDuel:+630 | Caesars:+575"",""raw_books_seen"":""DraftKings:+630 | FanDuel:+630 | Caesars:+575 | DraftKings:+630"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,52.0,75,11.5,300,broken clouds,Neutral,Citi Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,New York Mets,probable,8,48.3,1.86,1.01,4.19,8.80,1.47,6.89,2.98,0.56,16.00,AVOID,16.00,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
136,2026-05-15,2026,Willi Castro,,Colorado Rockies,Arizona Diamondbacks,Arizona Diamondbacks @ Colorado Rockies,824360,2026-05-16T00:40:00Z,Scheduled,Coors Field,home,1,Merrill Kelly,Merrill Kelly,Merrill Kelly,518876,R,Merrill Kelly,518876,Kyle Freeland,607536,625,BetMGM,13.79,39.59,missing,,,,,,,Colorado Rockies,Arizona Diamondbacks @ Colorado Rockies,"{""player"":""Willi Castro"",""player_key"":""willi castro"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Arizona Diamondbacks @ Colorado Rockies"",""game_key"":""arizona diamondbacks @ colorado rockies"",""market"":""HR"",""line"":""0.5"",""odds"":""625"",""book"":""BetMGM"",""consensus_odds"":""523"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+625 | Caesars:+525 | FanDuel:+520 | DraftKings:+515"",""raw_books_seen"":""BetMGM:+625 | Caesars:+525 | FanDuel:+520 | DraftKings:+515 | BetMGM:+625"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,58.6,38,5.8,240,clear sky,Neutral,Coors Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Arizona Diamondbacks,probable,5,26.0,7.62,1.92,6.75,9.63,6.61,6.92,6.23,2.08,99.00,ATTACK,99.00,MATCH,Coors Field,Coors Field,Colorado Rockies,96.00,96.00,96.00,MEGA_BOOST,Best run environment,MATCH
137,2026-05-15,2026,Adley Rutschman,,Baltimore Orioles,Washington Nationals,Baltimore Orioles @ Washington Nationals,822739,2026-05-15T22:45:00Z,Scheduled,Nationals Park,away,0,Zack Littell,Zack Littell,Zack Littell,641793,R,Zack Littell,641793,Shane Baz,669358,620,DraftKings,13.89,39.55,missing,,,,,,,Baltimore Orioles,Baltimore Orioles @ Washington Nationals,"{""player"":""Adley Rutschman"",""player_key"":""adley rutschman"",""team"":""Baltimore Orioles"",""team_key"":""baltimore orioles"",""game"":""Baltimore Orioles @ Washington Nationals"",""game_key"":""baltimore orioles @ washington nationals"",""market"":""HR"",""line"":""0.5"",""odds"":""620"",""book"":""DraftKings"",""consensus_odds"":""558"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+620 | FanDuel:+590 | Caesars:+525 | BetMGM:+475"",""raw_books_seen"":""DraftKings:+620 | FanDuel:+590 | Caesars:+525 | BetMGM:+475 | DraftKings:+620"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,53.4,72,15.0,320,broken clouds,Neutral,Nationals Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Washington Nationals,probable,5,36.3,6.94,1.60,6.75,9.26,5.56,4.21,3.22,3.47,91.23,ATTACK,91.23,MATCH,Nationals Park,Nationals Park,Washington Nationals,51.00,51.00,51.00,NEUTRAL,Neutral,MATCH
138,2026-05-15,2026,Juan Soto,,New York Mets,New York Yankees,New York Yankees @ New York Mets,823629,2026-05-15T23:15:00Z,Scheduled,Citi Field,home,1,Cam Schlittler,Cam Schlittler,Cam Schlittler,693645,R,Cam Schlittler,693645,Clay Holmes,605280,610,FanDuel,14.08,39.46,missing,,,,,,,New York Mets,New York Yankees @ New York Mets,"{""player"":""Juan Soto"",""player_key"":""juan soto"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""New York Yankees @ New York Mets"",""game_key"":""new york yankees @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""FanDuel"",""consensus_odds"":""508"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+610 | DraftKings:+591 | Caesars:+425 | BetMGM:+333"",""raw_books_seen"":""FanDuel:+610 | DraftKings:+591 | Caesars:+425 | BetMGM:+333 | FanDuel:+610"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,52.0,75,11.5,300,broken clouds,Neutral,Citi Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,New York Yankees,probable,9,53.3,1.35,0.81,2.40,7.83,0.51,9.96,1.52,0.17,1.00,AVOID,1.00,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
139,2026-05-15,2026,Andy Pages,,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers @ Los Angeles Angels,824037,2026-05-16T01:38:00Z,Scheduled,Angel Stadium,away,0,Jack Kochanowicz,Jack Kochanowicz,Jack Kochanowicz,686799,R,Jack Kochanowicz,686799,Blake Snell,605483,610,DraftKings,14.08,39.46,missing,,,,,,,Los Angeles Dodgers,Los Angeles Dodgers @ Los Angeles Angels,"{""player"":""Andy Pages"",""player_key"":""andy pages"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""Los Angeles Dodgers @ Los Angeles Angels"",""game_key"":""los angeles dodgers @ los angeles angels"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""DraftKings"",""consensus_odds"":""545"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+610 | FanDuel:+590 | Caesars:+500 | BetMGM:+425"",""raw_books_seen"":""DraftKings:+610 | FanDuel:+590 | Caesars:+500 | BetMGM:+425 | DraftKings:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,61.4,83,4.0,242,overcast clouds,Neutral,Angel Stadium,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Los Angeles Angels,probable,8,45.3,3.97,1.35,5.34,7.77,5.51,5.96,4.57,0.40,49.40,NEUTRAL,49.40,MATCH,Angel Stadium,Angel Stadium,Los Angeles Angels,53.00,53.00,53.00,NEUTRAL,Neutral,MATCH
140,2026-05-15,2026,Riley Greene,,Detroit Tigers,Toronto Blue Jays,Toronto Blue Jays @ Detroit Tigers,824280,2026-05-15T22:45:00Z,Scheduled,Comerica Park,home,1,Trey Yesavage,Trey Yesavage,Trey Yesavage,702056,R,Trey Yesavage,702056,Ty Madden,680744,610,FanDuel,14.08,39.46,missing,,,,,,,Detroit Tigers,Toronto Blue Jays @ Detroit Tigers,"{""player"":""Riley Greene"",""player_key"":""riley greene"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Toronto Blue Jays @ Detroit Tigers"",""game_key"":""toronto blue jays @ detroit tigers"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""FanDuel"",""consensus_odds"":""563"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+610 | DraftKings:+600 | Caesars:+525 | BetMGM:+500"",""raw_books_seen"":""FanDuel:+610 | DraftKings:+600 | Caesars:+525 | BetMGM:+500 | FanDuel:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,43.5,88,0.0,0,clear sky,Mild suppress,Comerica Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Toronto Blue Jays,probable,3,13.3,0.68,1.35,3.59,8.43,0.68,10.13,3.38,0.00,18.58,AVOID,18.58,MATCH,Comerica Park,Comerica Park,Detroit Tigers,34.00,34.00,34.00,SUPPRESSOR,HR suppressor,MATCH
141,2026-05-15,2026,Vladimir Guerrero Jr.,,Toronto Blue Jays,Detroit Tigers,Toronto Blue Jays @ Detroit Tigers,824280,2026-05-15T22:45:00Z,Scheduled,Comerica Park,away,0,Ty Madden,Ty Madden,Ty Madden,680744,R,Ty Madden,680744,Trey Yesavage,702056,610,FanDuel,14.08,39.46,missing,,,,,,,Toronto Blue Jays,Toronto Blue Jays @ Detroit Tigers,"{""player"":""Vladimir Guerrero Jr."",""player_key"":""vladimir guerrero"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Toronto Blue Jays @ Detroit Tigers"",""game_key"":""toronto blue jays @ detroit tigers"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""FanDuel"",""consensus_odds"":""563"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+610 | DraftKings:+600 | Caesars:+525 | BetMGM:+525"",""raw_books_seen"":""FanDuel:+610 | DraftKings:+600 | Caesars:+525 | BetMGM:+525 | FanDuel:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,43.5,88,0.0,0,clear sky,Mild suppress,Comerica Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Detroit Tigers,probable,0,11.0,2.45,0.73,2.68,6.87,2.45,9.82,1.64,0.82,9.41,AVOID,9.41,MATCH,Comerica Park,Comerica Park,Detroit Tigers,34.00,34.00,34.00,SUPPRESSOR,HR suppressor,MATCH
142,2026-05-15,2026,Ezequiel Tovar,,Colorado Rockies,Arizona Diamondbacks,Arizona Diamondbacks @ Colorado Rockies,824360,2026-05-16T00:40:00Z,Scheduled,Coors Field,home,1,Merrill Kelly,Merrill Kelly,Merrill Kelly,518876,R,Merrill Kelly,518876,Kyle Freeland,607536,600,BetMGM,14.29,39.37,missing,,,,,,,Colorado Rockies,Arizona Diamondbacks @ Colorado Rockies,"{""player"":""Ezequiel Tovar"",""player_key"":""ezequiel tovar"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Arizona Diamondbacks @ Colorado Rockies"",""game_key"":""arizona diamondbacks @ colorado rockies"",""market"":""HR"",""line"":""0.5"",""odds"":""600"",""book"":""BetMGM"",""consensus_odds"":""495"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+600 | Caesars:+500 | FanDuel:+490 | DraftKings:+483"",""raw_books_seen"":""BetMGM:+600 | Caesars:+500 | FanDuel:+490 | DraftKings:+483 | BetMGM:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,58.6,38,5.8,240,clear sky,Neutral,Coors Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Arizona Diamondbacks,probable,5,26.0,7.62,1.92,6.75,9.63,6.61,6.92,6.23,2.08,99.00,ATTACK,99.00,MATCH,Coors Field,Coors Field,Colorado Rockies,96.00,96.00,96.00,MEGA_BOOST,Best run environment,MATCH
143,2026-05-15,2026,Carter Jensen,,Kansas City Royals,St. Louis Cardinals,Kansas City Royals @ St. Louis Cardinals,823061,2026-05-16T00:15:00Z,Scheduled,Busch Stadium,away,0,Dustin May,Dustin May,Dustin May,669160,R,Dustin May,669160,Michael Wacha,608379,600,BetMGM,14.29,39.37,missing,,,,,,,Kansas City Royals,Kansas City Royals @ St. Louis Cardinals,"{""player"":""Carter Jensen"",""player_key"":""carter jensen"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ St. Louis Cardinals"",""game_key"":""kansas city royals @ st louis cardinals"",""market"":""HR"",""line"":""0.5"",""odds"":""600"",""book"":""BetMGM"",""consensus_odds"":""505"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+600 | DraftKings:+509 | Caesars:+500 | FanDuel:+490"",""raw_books_seen"":""BetMGM:+600 | DraftKings:+509 | Caesars:+500 | FanDuel:+490 | BetMGM:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,60.9,56,9.2,160,overcast clouds,Mild boost,Busch Stadium,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,St. Louis Cardinals,probable,8,42.7,4.85,1.43,4.66,8.24,3.50,6.75,2.32,0.84,46.12,NEUTRAL,46.12,MATCH,Busch Stadium,Busch Stadium,St. Louis Cardinals,40.00,40.00,40.00,SUPPRESSOR,HR suppressor,MATCH
144,2026-05-15,2026,Jose Altuve,,Houston Astros,Texas Rangers,Texas Rangers @ Houston Astros,824194,2026-05-16T00:10:00Z,Scheduled,Daikin Park,home,1,Jack Leiter,Jack Leiter,Jack Leiter,683004,R,Jack Leiter,683004,Spencer Arrighetti,681293,600,DraftKings,14.29,39.37,missing,,,,,,,Houston Astros,Texas Rangers @ Houston Astros,"{""player"":""Jose Altuve"",""player_key"":""jose altuve"",""team"":""Houston Astros"",""team_key"":""houston astros"",""game"":""Texas Rangers @ Houston Astros"",""game_key"":""texas rangers @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""600"",""book"":""DraftKings"",""consensus_odds"":""520"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+600 | FanDuel:+540 | Caesars:+500 | BetMGM:+450"",""raw_books_seen"":""DraftKings:+600 | FanDuel:+540 | Caesars:+500 | BetMGM:+450 | DraftKings:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,72.5,89,10.4,180,broken clouds,Roof controlled,Daikin Park,1,ROOF_OR_RETRACTABLE,,0.0,NO_MATCH,UPCOMING,Texas Rangers,probable,8,42.7,4.85,1.43,4.44,7.84,4.67,10.34,3.80,1.48,62.88,LIVE,62.88,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
